latitude,longitude,altitude,geometry,coordinates,@id,access,addr:street,amenity,bicycle,bus,capacity,charge,fee,hgv,motor_vehicle,opening_hours,operator,parking:fee,payment:nfc,socket:type2_combo,socket:type2_combo:output,addr:city,addr:housenumber,addr:postcode,payment:contactless,ref,website,name,operator:wikidata,payment:cards,atmotorway,socket:chademo,socket:chademo:output,brand,brand:wikidata,motorcar,panoramax,socket:type2,source,source:date,source:url,scooter,authentication:app,authentication:membership_card,ref:EU:EVSE,ref:ocm,addr:country,socket:type2:output,amperage,fixme,rwetempcharging_station:plug,source:delivery_date,voltage,authentication:nfc,capacity:charging,covered,level,truck,wheelchair,authentication:none,brand:website,fuel:electricity,internet_access,internet_access:fee,lit,maxheight,phone,payment:app,payment:membership_card,description,payment:credit_cards,maxstay,authentication:phone_call,url,operator:wikipedia,check_date,network,payment:cash,payment:qr_code,atmotorroad,self_service,note,output,socket:chademo:voltage,socket:type2_cable,socket:type2_cable:output,payment:debit_cards,source:website,charging_station:output,image,socket:ccs,socket:ccs:output,name:en,phone:NL,panoramax:0,panoramax:1,panoramax:2,branch,manufacturer,no:network,socket:type2_combo:voltage,short_name,socket:type2_combo:current,description:en,start_date,socket:type2:current,power,authentication:contactless,motorcycle,man_made,brand:wikipedia
53.1837224,6.9574316,,Point,,node/10713001941,yes,,charging_station,no,,10,,yes,,,24/7,Ommelander Ziekenhuis,no,,1,,,,,,,,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,,,unlimited,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,500 V,,,,,,,,,,
53.1829292,6.9564915,,Point,,node/10713013629,yes,,charging_station,no,,10,,yes,,,24/7,Ommelander Ziekenhuis,no,,1,,,,,,,,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,,,unlimited,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
51.831539,4.8827677,,Point,,node/10725136123,,,charging_station,,,,,yes,,,24/7,Fastned,,,2,150 kW,,,,,50474,,Fastned Steenenhoek,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,no,,,https://nl.chargemap.com/gepland-fastned-steenenhoek.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1857584,5.6775873,,Point,,node/10742044748,yes,,charging_station,,,2,,yes,,,24/7,Ionity,,,2,350 kW,,,,,,,Ionity Tolnegen Zuid,,,yes,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ionity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3358588,5.6434902,,Point,,node/10765366281,,,charging_station,,,16,,,,,24/7,"Tesla, Inc.",,,16,250 kW,,,,,,,Tesla Supercharger,Q478214,,,,,Tesla Supercharger,Q17089620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tesla,,,,,,,,,
51.0753122,5.8431175,,Point,,node/10797391153,,,charging_station,,,2,,yes,,,24/7,Greenflux,,,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,16,,,,400,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.104995,5.8560154,,Point,,node/10797391154,,,charging_station,,,2,,yes,,,24/7,Greenflux,,,,,,,,,,,,,,,,,,,yes,,2,,,,,,,,,,,16,,,,400,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0665689,4.7384929,,Point,,node/10844025756,yes,,charging_station,,,6,,yes,,,24/7,Ionity,,,6,350 kW,,,,,,,Ionity Bodegraven,,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ionity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0433622,4.2424511,,Point,,node/10953160443,,,charging_station,,,2,,,,,,Vattenfall InCharge,,,1,,,,,,,,Vattenfall InCharge,Q71041027,,,1,,Vattenfall InCharge,Q71041027,,,1,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0404018,4.3285303,,Point,,node/10961139021,private,,charging_station,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5118867,5.0519775,,Point,,node/10974209240,,,charging_station,,,,,,,,,,,,1,,,,,,,,Combo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5317458,5.0459598,,Point,,node/10979001641,,,charging_station,,,,,,,,,,,,2,,,,,,,,Combo 90 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5541991,4.9524938,,Point,,node/10983679735,,,charging_station,,,,,yes,,,24/7,Fastned,,,1; 2,50 kW; 175 kW,,,,,,,Fastned Nerhoven,Q19935749,,,1,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,https://nl.chargemap.com/gepland-fastned-nerhoven-38.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5376119,5.040963,,Point,,node/10994926465,,,charging_station,,,,,,,,,,,,1,,,,,,,,Combo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5374866,5.0413337,,Point,,node/10994926466,,,charging_station,,,,,,,,,,,,1,,,,,,,,Combo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5377175,5.0416716,,Point,,node/10995014079,,,charging_station,,,,,,,,,,,,1,,,,,,,,Combo,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.4200899,4.186673,,Point,,node/11022365265,yes,,charging_station,no,,2,,yes,,,24/7,,,,2,,,,,,,,,,,,1,,,,yes,30650c8d-0a5a-4318-a522-6c5a1ca41235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shell Recharge,,,,,,,,,,,,,,,,,,68203e0f-0ff5-46da-af2e-272c16ed8790,a956890e-7f22-4698-a001-e3866d791f98,,,,,,,,,,,,,,,
51.3260771,3.6675951,,Point,,node/11028396401,,,charging_station,no,,,,,,,,Groen Goud Biervliet,,,2,180kW,,,,,NL-MW-0000024,https://portal.robo-charge.com/mwsolutions/support?qrinfo=7c0145bf-765a-4033-bcb6-ec338b90dbd7,,Q126900014,,,,,,,yes,45d87572-d8f4-48d9-9ff9-89fb16ed0acd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf4076cf-9154-4124-bbf7-045bcbc116c4,338b32b4-cabd-4399-b5c1-4b8b057faa7d,c3c415a6-c00e-4c9b-9bd2-e3f90984357a,,,,920 V,,400A,,,,,,,,
51.3260785,3.6677442,,Point,,node/11028396402,,,charging_station,no,,,,,,,,Groen Goud Biervliet,,,2,180kW,,,,,NL-MW-0000025,https://portal.robo-charge.com/mwsolutions/support?qrinfo=fea48b9f-f2e7-47bd-8030-f39300b4ca2f,,Q126900014,,,,,,,yes,45d87572-d8f4-48d9-9ff9-89fb16ed0acd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7abc2064-824b-470d-bc90-149aea12d90b,abf78624-9ab7-45e4-9fef-cd2baa6a46cb,e85b0e9c-2b90-4abc-8c41-e61ef4edc884,,,,920 V,,400A,,,,,,,,
51.3260778,3.6678622,,Point,,node/11028396403,,,charging_station,no,,,,,,,,Groen Goud Biervliet,,,2,180kW,,,,,NL-MW-0000023,https://portal.robo-charge.com/mwsolutions/support?qrinfo=d7956582-8fa2-4f57-ae07-c9708ec69551,,Q126900014,,,,,,,yes,874da13c-1252-40f1-ac11-42e7de5ed803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce9a551b-922d-4c26-adb9-7b0dac5b445e,bcd032e0-c83d-49cf-b3d5-e3549bdae84f,cc717d18-6a96-4ff4-a751-2042d3407c6c,,,,920 V,,400A,,,,,,,,
51.3261264,3.6678596,,Point,,node/11028396404,,,charging_station,no,,,,,,,,Groen Goud Biervliet,,,1,180kW,,,,,NL-MW-0000022,https://portal.robo-charge.com/mwsolutions/support?qrinfo=aec8abc1-aa70-46a0-9df1-bb94b8245f88,,Q126900014,,,,,,,yes,874da13c-1252-40f1-ac11-42e7de5ed803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f01d89c4-e814-4fc1-94c4-e5200da49991,21559017-6e47-4fc7-a5e4-5547635a0900,766d29be-4874-47a1-8a46-7801f8352d60,,,,920 V,,400A,,,,,,,,
51.4249968,4.087873,,Point,,node/11049644249,,,charging_station,,,4,,yes,,,24/7,Fastned,,,4,300 kW,,,,,31059,,Fastned Voetpomp,Q19935749,,yes,1,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,no,,,https://nl.chargemap.com/fastned-krabbendijke-voetpomp-a58.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5465981,6.1677604,,Point,,node/11112497868,yes,Rijksweg A28,charging_station,,,6,,yes,,,,Fastned,,,6,300 kW,Zwolle,,8035PS,,,,Fastned Haerst,Q19935749,,yes,2,,Fastned,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,Fastned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0874175,5.6694799,,Point,,node/11159305073,yes,,charging_station,,,7,,,,,24/7,,,,1,60 kW,,,,,,https://www.topparken.nl/landgoed-de-scheleberg/faciliteiten/oplaadpunt-elektrische-auto,,,,,,,Spirii,,,,6,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5632411,5.8893869,,Point,,node/11167012104,yes,,charging_station,,,4,0.40 EUR,yes,,,,VLOERLOODS.nl,,,2,,,,,,,,,,,,2,,Mapbox,,,,2,,,,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.4003062,5.2623574,,Point,,node/11221969623,,Hopperzuigerstraat,charging_station,,,4,,yes,,,,Shell Recharge Solutions,,,4,300 kW,Almere,2,1333HB,,,,Shell Recharge,Q105883058,,,,,Shell Recharge,Q105883058,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.9700141,6.6167083,,Point,,node/11256966138,,Rijksweg N33,charging_station,,,4,,yes,,,,Fastned,,,4,,Nijlande,,9452VC,,,,Fastned Baarveld,Q19935749,,,2,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9166682,4.3301827,,Point,,node/11349731262,,Marathonweg,charging_station,,,14,,,,,,BP,,,14,150 kW,Vlaardingen,18,3132LA,,,,bp pulse,Q152057,,,,,bp pulse,Q39057719,yes,,,survey,,,,,,,,,,150,,,,,,,,,,,,,,,,,,+31 85 002 22 86,,,snellaadplein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast charging station,,,,,,,
51.8677502,5.3228205,,Point,,node/11352649324,private,Meersteeg,charging_station,,,43,,,private,no,,WattHub,,,,,Geldermalsen,,4191NK,,,https://watthub.nl/,WattHub XL Geldermalsen,Q123458609,,,,,WattHub,Q123458609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"snellaadplein voor zwaar bouwmaterieel en elektrische vrachtwagens, voor klanten op reservering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-28,,,,,,
52.0614297,4.2603335,,Point,,node/11358301520,yes,Leyweg,charging_station,,,2,,yes,,,,BP,,,2,150kW,'s-Gravenhage,1,2545CB,,NL*BPE*EDC117,,bp pulse,Q152057,,,,,bp pulse,Q39057719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+31 85 002 22 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 A,,,,,
51.5030468,5.4143337,,Point,,node/11401280979,yes,,charging_station,,,6,,yes,,,24/7,Ionity,,,6,350 kW,,,,,,,Ionity Best,,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ionity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.2771817,5.7396636,,Point,,node/11452163782,,,charging_station,,,2,,,,,,Vattenfall InCharge,,,1,50 kW,,,,,,,Vattenfall InCharge,Q71041027,,,1,50 kW,Vattenfall InCharge,Q71041027,,,1,,,,,,,,,,43 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3552111,5.2113014,,Point,,node/11455234899,permissive,,charging_station,,,2,,,,,,,,,1,50 kW,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3613968,6.5072752,,Point,,node/11470390269,yes,Ernst Machstraat,charging_station,,,4,0.59 EUR / kWh,yes,,,24/7,Leap24,,,,120 kW,,1,7442DL,yes,,https://www.leap24.eu/,Leap24 snellader,,,,,,Leap24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+31 800 2600005,,,,,,,,,,,,,,,,,,,,,,,,,,Leap24 fast charger,,,,,,,,,,,,,,135,,,,
51.3851224,6.2147695,,Point,,node/11497750843,,,charging_station,,,,,yes,,,24/7,Fastned,,,8,300 kW,,,,,,,Fastned Venlose Heide,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,,,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3402174,4.8971066,,Point,,node/11509277165,,,charging_station,,,2,,,,,,E-flux,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0179392,5.9263021,,Point,,node/11513733548,,,charging_station,,,,,yes,,,,Fastned,,,6,300 kW,,,,,,,Fastned Carpool Arnhem-Noord,Q19935749,,,2,50 kW,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.93302,5.7673324,,Point,,node/11516323560,,,charging_station,,,10,,yes,,,24/7,Fastned,,,8,300 kW,,,,,,,Fastned Weerbroek,Q19935749,,yes,2,50,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.2115661,5.3418171,,Point,,node/11543326475,,Rijksweg A1,charging_station,,,,,yes,,,24/7,Fastned,,,4,300 kW,Hoogland,,3828NZ,,,,Fastned De Slaag,Q19935749,,yes,2,50 kW,Fastned,,yes,,,https://fastnedcharging.com/nl/locaties,2022-06-07,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0718991,4.3352321,,Point,,node/11582603793,yes,,charging_station,,,2,,yes,,,,B. Kerkhof & Zn. B.V.,,,2,300kW,,,,yes,,https://www.kerkhof.com/snelladen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0719137,4.3352959,,Point,,node/11582603794,yes,,charging_station,,,2,,yes,,,,B. Kerkhof & Zn. B.V.,,,2,300kW,,,,yes,,https://www.kerkhof.com/snelladen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0719823,4.3351748,,Point,,node/11582603795,yes,,charging_station,,,2,,yes,,,,B. Kerkhof & Zn. B.V.,,,2,300kW,,,,yes,,https://www.kerkhof.com/snelladen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0719988,4.3352393,,Point,,node/11582603796,yes,,charging_station,,,2,,yes,,,,B. Kerkhof & Zn. B.V.,,,2,300kW,,,,yes,,https://www.kerkhof.com/snelladen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0719411,4.3352033,,Point,,node/11582603802,yes,,charging_station,,,1,,yes,,,,B. Kerkhof & Zn. B.V.,,,1,300kW,,,,yes,,https://www.kerkhof.com/snelladen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0719566,4.3352683,,Point,,node/11582603803,yes,,charging_station,,,1,,yes,,,,B. Kerkhof & Zn. B.V.,,,1,300kW,,,,yes,,https://www.kerkhof.com/snelladen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0721934,4.3346396,,Point,,node/11595484197,yes,,charging_station,,,2,,yes,,,,B. Kerkhof & Zn. B.V.,,,2,300kW,,,,yes,,https://www.kerkhof.com/snelladen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0721384,4.3346968,,Point,,node/11595484198,yes,,charging_station,,,1,,yes,,,,B. Kerkhof & Zn. B.V.,,,1,300kW,,,,yes,,https://www.kerkhof.com/snelladen,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3279007,4.9284179,,Point,,node/11595984683,,,charging_station,,,2,,yes,,,,,,,2,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,
53.2368088,6.5194918,,Point,,node/11606341485,yes,,charging_station,,,2,,yes,,,24/7,Allego,no,,1,50 kW,,,,,,,,,,,1,50 kW,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43kW,,,,,,,,,,,,,,,,,,,,,,,,,
53.2367992,6.5195588,,Point,,node/11606341486,yes,,charging_station,,,2,,yes,,,24/7,EVBox,no,,1,50 kW,,,,,,,,,,,1,50 kW,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43kW,,,,,,,,,,,,,,,,,,,,,,,,,
52.5559887,5.8838276,,Point,,node/11607928864,yes,,charging_station,,,6,,yes,,,24/7,Ionity,,,6,350 kW,,,,,,,Ionity Kampen,,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ionity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9174684,4.3318417,,Point,,node/11638446439,,,charging_station,,,2,,,,,,,,,1,62 kW,,,,,,,Vattenfall,,,,1,62 kW,Vattenfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14 kW,,,,,,,,,,,,,,,,,,,,,,,,,
51.9817315,4.4515892,,Point,,node/11638449499,,,charging_station,,,2,,,,,,Vattenfall InCharge,,,1,62 kW,,,,,,,Vattenfall InCharge,Q71041027,,,1,62 kW,Vattenfall InCharge,Q71041027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14 kW,,,,,,,,,,,,,,,,,,,,,,,,,
51.8749616,4.358413,,Point,,node/11638530707,,,charging_station,,,2,,,,,,,,,1,62 kW,,,,,,,Vattenfall,,,,1,62 kW,Vattenfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14 kW,,,,,,,,,,,,,,,,,,,,,,,,,
52.0270715,4.3627469,,Point,,node/11819910676,,,charging_station,,,2,,,,,,Vattenfall InCharge,,,2,150kW,,,,,,https://vattenfall.nl/incharge,Vattenfall InCharge,Q71041027,,,,,Vattenfall InCharge,Q71041027,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.948104,5.8336034,,Point,,node/11868498113,yes,,charging_station,,,2,,yes,,,24/7,TotalEnergies,,,2,175 kW,,,,,,,TotalEnergies EV Charging Point,Q154037,,,1,100 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charge_point,
51.9445503,5.7563898,,Point,,node/11868498284,yes,,charging_station,,,1,,yes,,,,,,,1,50 kW,,,,,,,McDonald's Snellaadpunt,,,,1,50 kW,,,,,1,,,,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charge_point,
51.5471504,5.9971519,,Point,,node/11869379079,,,charging_station,,,12,,yes,,,24/7,"Tesla, Inc.",,,12,250 kW,,,,,,https://www.tesla.com/findus/location/supercharger/Venray422,Venray Supercharger,Q478214,,,,,"Tesla, Inc.",Q478214,yes,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,+31 13 799 9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tesla,,,,,,,,,
52.0281823,4.3561178,,Point,,node/11872249086,,,charging_station,,,1,,yes,,,,Shell Recharge Solutions,,,1,150,,,,,,,,Q105883058,,,1,150,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
52.0281643,4.3561535,,Point,,node/11872249087,,,charging_station,,,1,,yes,,,,Shell Recharge Solutions,,,1,150,,,,,,,,Q105883058,,,1,150,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
52.0281453,4.3561838,,Point,,node/11872249088,,,charging_station,,,1,,yes,,,,Shell Recharge Solutions,,,1,150,,,,,,,,Q105883058,,,1,150,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
52.0281297,4.3562198,,Point,,node/11872249089,,,charging_station,,,1,,yes,,,,Shell Recharge Solutions,,,1,150,,,,,,,,Q105883058,,,1,150,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
52.0278876,4.3570246,,Point,,node/11872249117,,,charging_station,,,2,,yes,,,,PowerGo,,,2,90,,,,,NL.SPI.ECO000270,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
52.0278523,4.357068,,Point,,node/11872249118,,,charging_station,,,2,,yes,,,,PowerGo,,,2,90,,,,,NL.SPI.ECO000270,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,
51.9897174,4.4744175,,Point,,node/11910227973,,,charging_station,,,8,,yes,,,24/7,Shell Recharge,,,8,300 kW,,,,,NL9219 - Karwei Berkel en Rodenrijs,,,,,,8,62.5 kW,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,
52.0678341,4.3879216,,Point,,node/11919342664,customers,,charging_station,,,2,,,,,,Mercedes-Benz,,,2,,,,,,,,,Q36008,,,,,,,yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.8680567,4.5578955,,Point,,node/11922243790,permissive,,charging_station,no,,2,,yes,,,,Allego,,,1,300kW,,,,,,,,Q75560554,no,,,,,Q75560554,yes,cb73ebfd-808a-4430-b123-fee6d5ffff1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,unlimited,,,,,Allego,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.8680051,4.5577654,,Point,,node/11922252058,permissive,,charging_station,no,,2,,yes,,,,Allego,,,1,50kW,,,,,,,,Q75560554,no,,1,50 kW,,Q75560554,yes,26aec9bc-d75b-4758-881e-f210e999b6ee,1,,,,,,,,,,43MW,,,,,,,,,,,,,,,,,,,,yes,yes,,,30 minutes,,,,,Allego,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.8680342,4.5578324,,Point,,node/11922269624,permissive,,charging_station,no,,2,,yes,,,,Allego,,,1,300MW,,,,,,,,Q75560554,no,,,,,Q75560554,yes,8adad70f-c5eb-4de1-b7eb-9a6ab92a8e87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,unlimited,,,,,Allego,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.179463,5.9853524,,Point,,node/11935875897,,,charging_station,,,,,yes,,,,Vattenfall InCharge,,,2,368 kW,,,,,,,Vattenfall InCharge,Q71041027,,,,,Vattenfall InCharge,Q71041027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
